,Date,SK_Confirmed_Cases,SK_Death_Cases
1065,2/11/23,152773,1858
1066,2/12/23,152773,1858
1067,2/13/23,152773,1858
1068,2/14/23,152773,1858
1069,2/15/23,152773,1858
1070,2/16/23,152773,1858
1071,2/17/23,152773,1858
1072,2/18/23,152773,1858
1073,2/19/23,152773,1858
1074,2/20/23,153255,1882
1075,2/21/23,153255,1882
1076,2/22/23,153255,1882
1077,2/23/23,153255,1882
1078,2/24/23,153255,1882
1079,2/25/23,153255,1882
1080,2/26/23,153255,1882
1081,2/27/23,153255,1882
1082,2/28/23,153255,1882
1083,3/1/23,153255,1882
1084,3/2/23,153255,1882
1085,3/3/23,153255,1882
1086,3/4/23,153255,1882
1087,3/5/23,153255,1882
1088,3/6/23,153651,1890
1089,3/7/23,153651,1890
1090,3/8/23,153651,1890
1091,3/9/23,153651,1890
